						Bisphenol	Pergfast	Bisphenol	Bisphenol	Bisphenol	Bisphenol	Bisphenol	Triazine	Triazine	Triazine	Triazine	Triazine	Bisphenol	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	Antioxidant	Antioxidant	Antioxidant	PCB	PCB	PCB	PCB	PCB	PCB	PCB	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	CP	CP	CP	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	NIVA_1	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Cation	NIVA_vM_Cation	NIVA_vM_Cation	NIVA_vM_Cation	NIVA_TBT	NIVA_GPC	NIVA_1	NIVA_1	NIVA_2	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	UV	UV	UV	UV	UV	UV	UV	UV	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	TOF	
Muscle	White beaked dolphin			ng/g	mg/kg			<3																				90079	< 3	< 50	< 25	< 25	< 25	< 10	< 25	< 3	< 25	< 5	33	< 5	< 250	< 50	< 0.25	< 1	< 1	< 5	< 25	< 1	< 0.1	< 0.2	< 100	< 0.5	< 1	< 0.5		<25	<3	<9	0.38	19.5	16.2	11.7	37.7	71.7	7.5	0.044	0.045	2.69	0.047	<0.034	<0.023	<0.016	0.027	0.38	0.92	0.044	0.072	0.09	0.17	0.83	0.14	0.22	0.12	0.42	1	0.55	1.18	0.37	0.52	<1.67	<17.5	<5.9	<6.7	<0.13	<1.74	<1.09	<0.52	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.63	<3.68	0.0975	21.5	n.a.	<0.41	<0.065	<0.045	<0.046	<0.74	<0.11	<0.20	310	128000	158	2790	15200	330	714	2.05	28.7	<11	1.09	49.5	469	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	< 21.7	< 2	< 17	< 7300	< 2	< 2	83.91	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<5	<5	<0.5	<0.5	<0.6	<0.4	<0.1	<7	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	0.15	<0.1	1.89	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.67	1.77	<0.3	2.61	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	1.59
Blubber	Harbor porpoise			ng/g				<3																				< 1000	< 5	< 50	< 25	< 10	< 100	< 25	< 25	< 3	< 200	< 5	< 20	< 50	< 250	< 100	< 3	< 5	< 5	< 5	< 25	< 3	< 0.1	< 0.3	< 500	< 0.5	< 2	< 2		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								63.67
Blubber	Harbor porpoise			ng/g				<3																				76865	< 25	< 50	< 25	< 500	< 100	< 50	< 25	< 10	< 500	< 5	< 20	< 100	< 250	< 200	< 1	< 25	< 100	< 250	< 200	< 5	< 0.2	< 0.2	< 1000	< 0.5	< 5	< 5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								49.37
Blubber	Harbor porpoise			ng/g	mg/kg			<3																				< 2000	< 5	< 50	< 25	< 3	< 100	< 25	< 25	< 5	< 100	< 5	< 20	< 250	< 250	< 100	< 3	< 1	< 5	< 25	< 100	< 2	< 0.1	< 0.2	< 250	< 0.5	< 2	< 1		<25	<3	<9	5.12	102.00	81.70	88.00	218.00	278.00	60.00	<0.108	0.450	21.4	1.280	0.24	<0.039	0.112	<0.065	2.4	6.84	0.82	0.461	<0.17	1.190	5.86	<0.28	<0.056	0.05	<0.10	<0.068	<0.050	<0.077	<0.14	<0.084	<1.67	<17.5	32.9	<6.7	<0.069	<18.4	<12.4	<5.63	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<0.71	<3.68	2.3	197	n.a.	<0.41	<0.065	0.32	<0.046	<0.74	<0.15	<0.20	9.80	6510	21.4	241.00	4280	5030	1630	3.17	2.61	<LOD	0.945	13.5	52.9	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	2.8	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.5	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	1.1	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.67	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.3	2.85	<0.3	0.43	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	82.31
Liver	Harbor porpoise			ng/g	mg/kg			<3																				< 1000	< 10	< 50	< 25	< 10	< 50	< 10	< 25	< 3	< 50	< 5	< 10	< 10	< 250	< 100	< 0.5	< 5	< 5	< 25	< 50	< 3	< 0.1	< 0.3	< 500	< 0.5	< 5	< 0.5		<25	<3	<9	0.061	1.1	0.95	1.2	2.69	4.09	0.914	<0.025	0.0429	0.26	<0.019	<0.023	<0.018	<0.013	<0.042	0.0604	0.094	<0.036	<0.031	<0.11	<0.081	0.157	<0.17	<0.042	0.036	<0.075	<0.13	<0.098	<0.15	<0.14	<0.11	<1.67	<17.5	28.6	<6.7	<0.19	<2.34	<1.57	<0.71	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.82	<3.68	0.0714	10.5	n.a.	<0.41	<0.065	<0.045	<0.046	<0.74	0.87	0.75	761	300000	527	4040	22500	666	1480	68.9	235	16	2.25	7.47	856	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	< 21.7	< 2	< 17	< 7300	< 2	< 2	< 46	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<5	<5	<0.5	<0.5	<0.6	<0.4	<0.1	<7	<0.5	<0.5	<0.5	<0.5	<0.5	1.06	4.19	9.44	1.09	1.29	<0.4	<0.4	<0.4	<0.2	<0.1	0.18	<0.1	23.1	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	1.06	1.91	<0.3	1.57	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	1.93
Muscle	Harbor porpoise			ng/g	mg/kg			<3																				< 1000	< 10	< 50	< 25	< 100	< 10	< 10	< 25	< 3	< 25	< 5	< 5	< 5	< 250	< 50	< 0.25	< 1	< 1	< 5	< 10	< 1	< 0.1	< 0.2	< 250	< 0.5	< 1	< 0.5		<25	<3	<9	0.29	6.5	5.49	6.34	16.5	24.4	5.93	<0.047	0.057	1.38	0.094	<0.041	<0.045	<0.032	<0.13	<0.089	0.58	0.92	<0.096	<0.51	<0.39	0.85	0.82	<0.081	0.069	<0.14	<0.19	<0.14	<0.21	<0.29	<0.26	<1.67	<17.5	18.1	<6.7	<0.31	<2.94	<1.98	<0.90	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<3.48	<3.68	0.147	17.1	n.a.	<0.41	<0.065	0.072	<0.046	<0.74	<0.11	<0.20	229	162000	133	1720	8350	833	561	2.27	3.62	13.9	1.11	3.38	494	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	< 21.7	< 2	< 17	< 7300	< 2	< 2	< 46	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<1	<1	<0.5	<0.5	<0.1	<0.1	<0.1	<3	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.78	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.52	2.05	<0.3	0.44	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	3.53
Blubber	Humpback whale			ng/g				<3																				< 20000	< 5	< 50	< 25	< 10	< 50	< 25	< 25	< 5	< 100	< 5	< 20	< 500	< 250	< 100	< 0.25	< 1	< 5	< 100	14344	< 2	< 0.1	< 0.2	< 1000	< 1	< 2	< 1		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								36.8
Blubber	Humpback whale			ng/g				<3																				< 5000	< 5	< 50	< 25	< 3	< 100	< 25	< 25	< 5	< 50	< 5	< 20	< 50	< 250	< 100	< 0.5	< 5	< 5	< 25	< 50	< 2	< 0.1	< 0.3	< 500	< 0.5	< 2	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								74.37
Blubber	Humpback whale			ng/g	mg/kg			<3																				< 10000	< 10	< 50	< 25	< 5	< 50	< 25	< 25	< 10	< 100	< 5	< 20	< 50	< 250	< 100	< 0.25	< 5	< 10	< 10	< 50	< 2	< 0.1	< 0.3	< 1000	< 0.5	< 2	< 0.5		<25	<3	<9	0.108	12.4	8.86	10	59	79.4	15	<0.028	0.056	3.59	<0.027	<0.026	<0.025	<0.017	<0.25	0.89	1.38	<0.20	<0.18	<0.15	0.61	1.94	<0.24	<0.055	0.067	<0.097	0.713	<0.059	0.168	0.362	0.501	<1.67	<17.5	74.9	8.1	<0.20	<1.73	<1.09	<0.52	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<2.55	<3.68	0.0453	25.2	n.a.	<0.41	<0.065	0.058	<0.046	<0.74	<0.11	<0.20	89	3000	27.1	242	1920	458	227	2.89	1.58	20.3	1.27	11.5	2.65	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.8	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	0.2	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	0.42	0.86	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	0.18	<0.1	4.27	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.39	5.19	<0.3	0.12	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	1.35
Blubber	Killer whale			ng/g	mg/kg			<3																				< 5000	< 25	< 50	< 25	< 5	< 2000	318	< 25	63	< 50	< 5	< 20	< 250	< 250	< 200	< 0.5	< 5	< 5	< 25	< 25	< 2	< 0.1	< 0.3	< 1000	< 1	< 2	< 1		<25	<3	<9	16.5	4440	3160	3650	23900	35300	6540	<0.18	10.1	1030	5.39	5.74	<0.23	2.75	<0.25	411	692	41.9	23.4	0.274	466	1270	<0.44	16	11.5	0.66	0.49	3.59	8.92	<0.41	<0.38	<1.67	80.6	117.3	152.9	<0.11	<69.2	<43.4	57.8	0.661	<0.11	0.532	<0.13	<0.16	<0.077	<0.11	<0.18	<1.56	<3.68	3.08	3630	n.a.	<0.41	<0.065	52	0.26	<1.33	<0.18	<0.20	17.7	2080	8.77	82.2	2190	693	936	<LOD	0.629	27.6	4.87	5.9	133	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.49	1.1	1.6	0.5	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	14.3	<25	<0.5	<0.5	<0.5	<0.5	<0.5	0.49	0.49	0.93	0.53	0.79	<0.4	<0.4	<0.4	<0.2	<0.1	0.22	<0.1	14.3	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.51	3.95	<0.3	3.26	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	423	61.64
Blubber	Killer whale			ng/g				<3																				< 100000	< 250	< 250	< 250	< 50000	< 500	< 50	< 250	< 100	< 5000	< 50	202.9412	< 2000	< 2500	< 2000	< 25	< 300	< 1000	< 5000	< 2000	< 100	< 5	< 10	< 1000	< 100	< 100	< 25		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								48.8
Blubber	Killer whale			ng/g	mg/kg			<3																				< 5000	< 3	< 50	< 25	< 3	< 50	< 10	< 25	< 3	< 100	< 5	< 10	< 50	< 250	< 100	< 0.25	< 0.5	< 1	< 10	< 10	< 2	< 0.1	< 0.2	< 250	< 1	< 2	< 0.5		<25	<3	<9	0.92	595	687	462	1290	1690	650	<0.051	1.51	328	3.82	1.98	<0.043	0.19	<0.10	40.1	57.9	2.27	0.72	0.15	7.81	25.4	<0.24	0.35	<0.10	<0.22	0.411	0.18	0.25	0.4	0.41	<1.67	<17.5	21.2	10.2	<0.13	<2.79	<1.75	<0.84	<0.11	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.23	<3.68	2.05	163	n.a.	<0.41	<0.065	3.83	<0.046	<0.74	<0.11	<0.20	81.1	2090	<8	155	2410	2430	518	2.89	2.85	<LOD	2.09	5.68	482	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	7.4	1.9	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.9	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	0.6	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.54	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.3	3.35	<0.3	0.88	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	63.34
Blubber	Killer whale			ng/g	mg/kg			<3																				< 1000	< 10	< 50	< 25	< 3	< 50	< 50	< 25	< 3	< 50	< 5	< 10	< 1000	< 250	< 100	< 0.25	< 50	< 5	< 50	< 25	< 2	< 0.1	< 0.2	< 250	< 1	< 2	< 1		<25	<3	<9	28	222	288	233	396	466	118	<0.068	3.98	97.4	6.37	2	<0.070	0.23	<0.14	7.24	21.4	2.13	0.98	0.95	2.48	14.2	1.18	1.51	0.88	1.65	2.34	1.71	3.88	1.02	2.22	<1.67	<17.5	25.8	<6.7	<0.13	<9.57	<5.99	<2.87	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.55	<3.68	3.62	265	n.a.	<0.41	<0.065	1.27	<0.046	<0.74	<0.12	<0.20	38.7	2300	<8	183	5490	1710	599	1.96	2.26	<LOD	0.829	<1.2	54.2	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.4	0.7	1.1	0.4	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	1.3	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.18	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.35	1.63	<0.3	2.23	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	60.01
Blubber	sperm whale			ng/g				<3																				42291	< 3	< 50	< 25	< 500	< 25	< 10	< 25	< 3	< 100	< 5	< 10	< 5	< 250	< 100	< 0.25	< 0.5	< 5	< 5	64043	< 1	0.03	< 0.2	< 100	< 0.5	< 1	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								25.78
Blubber	sperm whale			ng/g	mg/kg			<3																				< 2000	< 50	< 50	< 25	< 10	< 2000	< 10	< 25	< 3	< 200	< 5	< 10	< 20	< 250	< 100	< 0.25	< 1000	< 5	< 25	29782	< 2	0.05	0.18	< 250	< 0.5	< 2	< 2		<25	<3	<9	1.32	100	219	220	364	461	202	0.087	0.603	57.2	4.79	0.15	<0.048	0.047	<0.099	13.5	10.7	0.66	0.3	0.25	1.72	5.14	0.38	0.5	0.37	0.75	0.96	0.831	1.43	0.296	1.24	<1.67	<17.5	37.1	<6.7	<0.087	<2.32	2.29	1.61	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.12	<3.68	13.2	175	n.a.	<0.41	<0.065	1.08	<0.046	<0.74	<0.11	<0.20	251	5720	11.9	67.3	1850	394	267	3.26	48	<11	0.913	2.14	407	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	1.1	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.78	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.39	3.26	<0.3	0.24	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	29.07
Blubber	sperm whale			ng/g				<3																				< 1000	< 50	< 50	< 25	< 25	< 2000	< 10	< 25	< 3	< 100	< 5	< 20	< 20	< 250	< 200	< 0.25	< 1000	< 5	< 50	5430	< 2	< 0.1	0.19	< 250	< 1	< 2	< 1		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								96.22
