Provenr	Medium_id	Enhet_id	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	compound	value	Medium_id2	lodcount	n	det_frac	plotting	meanx
NR-2022-07018	Dust (ng/g, w.w.)	ng/g	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus3	IPPD	<10	Air	9	9	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06981	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg sommer	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	IPPD	<10	Air	4	4	0	NA	NA
NR-2022-06973	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekday	Smestad ukedag sommer	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06971	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekday	E6 Alna ukedag sommer	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06970	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekday	Hjortnes ukedag sommer	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06974	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekend	Smestad helg sommer	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06972	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekend	E6 Alna helg sommer	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06969	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekend	Hjortnes helg sommer	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06990	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekday	Smestad ukedag vinter	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06988	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekday	E6 Alna ukedag vinter	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06987	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekday	Hjortnes ukedag vinter	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06991	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekend	Smestad helg vinter 	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06989	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekend	E6 Alna helg vinter	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06986	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekend	Hjortnes helg vinter	IPPD	<10	Air	12	12	0	NA	NA
NR-2022-06909	Water, total (ng/L)	ng/L	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	5.5	Water	0	3	100	5.5	8.833333333
NR-2022-06910	Water, total (ng/L)	ng/L	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	4	Water	0	3	100	4	8.833333333
NR-2022-06911	Water, total (ng/L)	ng/L	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	17	Water	0	3	100	17	8.833333333
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	40.8	Solids	0	6	100	40.8	4016.633333
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	73.5	Solids	1	3	66.66666667	73.5	844.6666667
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	128	Solids	0	6	100	128	4016.633333
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	<1	Solids	1	3	66.66666667	0.5	844.6666667
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	181	Solids	0	6	100	181	4016.633333
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	6PPD	2460	Solids	1	3	66.66666667	2460	844.6666667
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	6PPD	8050	Solids	0	6	100	8050	4016.633333
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	6PPD	8290	Solids	0	6	100	8290	4016.633333
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	6PPD	7410	Solids	0	6	100	7410	4016.633333
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	6PPD	37.5	Solids	2	4	50	37.5	25.45825
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	6PPD	63.333	Solids	2	4	50	63.333	25.45825
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	6PPD	<1	Solids	2	4	50	0.5	25.45825
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	6PPD	<1	Solids	2	4	50	0.5	25.45825
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	6PPD	20.5	Water	11	12	8.333333333	NA	NA
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	6PPD	<1	Water	11	12	8.333333333	NA	NA
NR-2022-06795	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	6PPD	40	Solids	0	8	100	40	137.410375
NR-2022-06805	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	6PPD	13.429	Solids	0	8	100	13.429	137.410375
NR-2022-06794	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	6PPD	364.706	Solids	0	8	100	364.706	137.410375
NR-2022-06804	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	6PPD	324.324	Solids	0	8	100	324.324	137.410375
NR-2022-06801	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	6PPD	56	Solids	0	8	100	56	137.410375
NR-2022-06806	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	6PPD	293.636	Solids	0	8	100	293.636	137.410375
NR-2022-06820	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	6PPD	3.75	Solids	0	8	100	3.75	137.410375
NR-2022-06815	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	6PPD	3.438	Solids	0	8	100	3.438	137.410375
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	6PPD	8.1	Water	2	8	75	8.1	15.875
NR-2022-06872	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Wet	?	6PPD	52.9	Water	2	8	75	52.9	15.875
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	6PPD	7.5	Water	2	8	75	7.5	15.875
NR-2022-06873	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Wet	?	6PPD	20.5	Water	2	8	75	20.5	15.875
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	6PPD	14.5	Water	2	8	75	14.5	15.875
NR-2022-06874	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Wet	?	6PPD	22.5	Water	2	8	75	22.5	15.875
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	6PPD	<1	Water	2	8	75	0.5	15.875
NR-2022-06875	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Wet	?	6PPD	<1	Water	2	8	75	0.5	15.875
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	6PPD	2675	Water	0	3	100	2675	1923.333333
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	6PPD	2115	Water	0	3	100	2115	1923.333333
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	6PPD	980	Water	0	3	100	980	1923.333333
NR-2022-06920	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	6PPD	1825	Water	0	3	100	1825	2980
NR-2022-06921	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	6PPD	2515	Water	0	3	100	2515	2980
NR-2022-00807	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	6PPD	4600	Water	0	3	100	4600	2980
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	6PPD	5306.452	Solids	0	3	100	5306.452	5183.08
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	6PPD	2431.25	Solids	0	3	100	2431.25	5183.08
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	6PPD	7811.538	Solids	0	3	100	7811.538	5183.08
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	6PPD	14760	Water	2	14	85.71428571	14760	29615.78571
NR-2022-06923	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	6PPD	2560	Water	10	16	37.5	2560	5445.0625
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	6PPD	9540	Water	2	14	85.71428571	9540	29615.78571
NR-2022-06924	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	6PPD	3080	Water	10	16	37.5	3080	5445.0625
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	6PPD	95200	Water	2	14	85.71428571	95200	29615.78571
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	6PPD	37120	Water	10	16	37.5	37120	5445.0625
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	6PPD	62480	Water	2	14	85.71428571	62480	29615.78571
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	6PPD	4400	Water	10	16	37.5	4400	5445.0625
NR-2022-06888	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	6PPD	65760	Water	2	14	85.71428571	65760	29615.78571
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	6PPD	26640	Water	10	16	37.5	26640	5445.0625
NR-2022-06889	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	6PPD	59520	Water	2	14	85.71428571	59520	29615.78571
NR-2022-06889	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	6PPD	13120	Water	10	16	37.5	13120	5445.0625
NR-2022-06912	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06913	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06914	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	6PPD	21680	Water	2	14	85.71428571	21680	29615.78571
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06915	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	6PPD	17440	Water	2	14	85.71428571	17440	29615.78571
NR-2022-06931	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06916	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	6PPD	12240	Water	2	14	85.71428571	12240	29615.78571
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06917	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	6PPD	19280	Water	2	14	85.71428571	19280	29615.78571
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06918	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	6PPD	19840	Water	2	14	85.71428571	19840	29615.78571
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06919	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	6PPD	16880	Water	2	14	85.71428571	16880	29615.78571
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	6PPD	<50	Water	10	16	37.5	25	5445.0625
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	6PPD	635.294	Solids	0	8	100	635.294	965.1065
NR-2022-06809	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	6PPD	576.923	Solids	0	8	100	576.923	965.1065
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	6PPD	955	Solids	0	8	100	955	965.1065
NR-2022-06811	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	6PPD	1134.286	Solids	0	8	100	1134.286	965.1065
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	6PPD	1996.875	Solids	0	8	100	1996.875	965.1065
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	6PPD	1903.03	Solids	0	8	100	1903.03	965.1065
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	6PPD	307.5	Solids	0	8	100	307.5	965.1065
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	6PPD	211.944	Solids	0	8	100	211.944	965.1065
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	6PPD	93.667	Solids	0	2	100	93.667	71.4885
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	6PPD	49.31	Solids	0	2	100	49.31	71.4885
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	6PPD	<1.0	Water	2	14	85.71428571	0.5	29615.78571
NR-2022-06868	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	6PPD	<1.0	Water	10	16	37.5	0.5	5445.0625
