Provenr	Medium_id	Enhet_id	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	compound	value	Medium_id2	lodcount	n	det_frac	plotting	meanx
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	OHBT	8640	Water	0	14	100	8640	16820.82143
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	OHBT	6160	Water	0	14	100	6160	16820.82143
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06888	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	OHBT	7360	Water	0	14	100	7360	16820.82143
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06889	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	OHBT	6320	Water	0	14	100	6320	16820.82143
NR-2022-06889	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06912	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06913	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06914	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	OHBT	34320	Water	0	14	100	34320	16820.82143
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06915	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	OHBT	34480	Water	0	14	100	34480	16820.82143
NR-2022-06931	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06916	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	OHBT	28400	Water	0	14	100	28400	16820.82143
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06917	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	OHBT	35040	Water	0	14	100	35040	16820.82143
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06918	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	OHBT	30560	Water	0	14	100	30560	16820.82143
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06919	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	OHBT	35840	Water	0	14	100	35840	16820.82143
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	OHBT	<50	Water	16	16	0	NA	NA
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	OHBT	<1	Solids	1	8	87.5	0.5	169.168375
NR-2022-06809	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	OHBT	26.667	Solids	1	8	87.5	26.667	169.168375
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	OHBT	46.5	Solids	1	8	87.5	46.5	169.168375
NR-2022-06811	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	OHBT	58	Solids	1	8	87.5	58	169.168375
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	OHBT	584.375	Solids	1	8	87.5	584.375	169.168375
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	OHBT	633.333	Solids	1	8	87.5	633.333	169.168375
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	OHBT	1.75	Solids	1	8	87.5	1.75	169.168375
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	OHBT	2.222	Solids	1	8	87.5	2.222	169.168375
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	OHBT	2.667	Solids	1	2	50	2.667	1.5835
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	OHBT	<1	Solids	1	2	50	0.5	1.5835
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	OHBT	12.7	Water	0	14	100	12.7	16820.82143
NR-2022-06868	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	OHBT	<0.5	Water	16	16	0	NA	NA
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	OHBT	18.8	Water	0	14	100	18.8	16820.82143
NR-2022-06869	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	OHBT	<0.5	Water	16	16	0	NA	NA
NR-2022-07074	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	OHBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07075	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	OHBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07076	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	OHBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07077	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	OHBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07078	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	OHBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07079	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	OHBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07019	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near shredder	NA	Hus n?r skredder	OHBT	477.064	Air	0	3	100	477.064	206.9183333
NR-2022-07020	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Outside workshop	NA	Utenfor verksted	OHBT	101.788	Air	0	3	100	101.788	206.9183333
NR-2022-07021	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near grab	NA	Ved grabbene	OHBT	41.903	Air	0	3	100	41.903	206.9183333
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	Residental 1	Private home	Private home	NA	NA	Bolig1	OHBT	30.642	Air	0	6	100	30.642	28.40066667
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	Residental 3	Private home	Private home	NA	NA	Bolig3	OHBT	17.405	Air	0	6	100	17.405	28.40066667
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	Residental 4	Private home	Private home	NA	NA	Bolig4	OHBT	14.258	Air	0	6	100	14.258	28.40066667
NR-2022-07008	Dust (ng/g, w.w.)	ng/g	Residental 5	Private home	Private home	NA	NA	Bolig5	OHBT	55.123	Air	0	6	100	55.123	28.40066667
NR-2022-07009	Dust (ng/g, w.w.)	ng/g	Residental 6	Private home	Private home	NA	NA	Bolig6	OHBT	34.609	Air	0	6	100	34.609	28.40066667
NR-2022-07010	Dust (ng/g, w.w.)	ng/g	Residental 7	Private home	Private home	NA	NA	Bolig7	OHBT	18.367	Air	0	6	100	18.367	28.40066667
NR-2022-07022	Dust (ng/g, w.w.)	ng/g	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07023	Dust (ng/g, w.w.)	ng/g	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07024	Dust (ng/g, w.w.)	ng/g	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07013	Dust (ng/g, w.w.)	ng/g	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D-print1	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07014	Dust (ng/g, w.w.)	ng/g	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D-print2	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07015	Dust (ng/g, w.w.)	ng/g	3D-printing 3	Commercial building	Printing 3D	NA	NA	3D-print3	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07016	Dust (ng/g, w.w.)	ng/g	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus1	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07017	Dust (ng/g, w.w.)	ng/g	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus2	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-07018	Dust (ng/g, w.w.)	ng/g	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus3	OHBT	<10	Air	9	9	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06981	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg sommer	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	OHBT	<10	Air	4	4	0	NA	NA
NR-2022-06973	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekday	Smestad ukedag sommer	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06971	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekday	E6 Alna ukedag sommer	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06970	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekday	Hjortnes ukedag sommer	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06974	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekend	Smestad helg sommer	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06972	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekend	E6 Alna helg sommer	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06969	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekend	Hjortnes helg sommer	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06990	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekday	Smestad ukedag vinter	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06988	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekday	E6 Alna ukedag vinter	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06987	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekday	Hjortnes ukedag vinter	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06991	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekend	Smestad helg vinter 	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06989	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekend	E6 Alna helg vinter	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06986	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekend	Hjortnes helg vinter	OHBT	<10	Air	12	12	0	NA	NA
NR-2022-06909	Water, total (ng/L)	ng/L	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	<1	Water	3	3	0	NA	NA
NR-2022-06910	Water, total (ng/L)	ng/L	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	<1	Water	3	3	0	NA	NA
NR-2022-06911	Water, total (ng/L)	ng/L	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	<1	Water	3	3	0	NA	NA
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	45.3	Solids	0	6	100	45.3	158.5666667
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	4.5	Solids	1	3	66.66666667	4.5	58.5
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	47.9	Solids	0	6	100	47.9	158.5666667
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	<1	Solids	1	3	66.66666667	0.5	58.5
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	46.2	Solids	0	6	100	46.2	158.5666667
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MBT	170.5	Solids	1	3	66.66666667	170.5	58.5
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	MBT	242	Solids	0	6	100	242	158.5666667
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	MBT	318	Solids	0	6	100	318	158.5666667
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	MBT	252	Solids	0	6	100	252	158.5666667
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MBT	<1	Solids	2	4	50	0.5	1.75
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MBT	<1	Solids	2	4	50	0.5	1.75
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MBT	3.667	Solids	2	4	50	3.667	1.75
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MBT	2.333	Solids	2	4	50	2.333	1.75
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MBT	<1	Water	12	12	0	NA	NA
NR-2022-06795	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	MBT	<1	Solids	5	8	37.5	0.5	1.94125
NR-2022-06805	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	MBT	<1	Solids	5	8	37.5	0.5	1.94125
NR-2022-06794	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	MBT	3.529	Solids	5	8	37.5	3.529	1.94125
NR-2022-06804	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	MBT	1.622	Solids	5	8	37.5	1.622	1.94125
NR-2022-06801	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	MBT	<1	Solids	5	8	37.5	0.5	1.94125
NR-2022-06806	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	MBT	7.879	Solids	5	8	37.5	7.879	1.94125
NR-2022-06820	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	MBT	<1	Solids	5	8	37.5	0.5	1.94125
NR-2022-06815	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	MBT	<1	Solids	5	8	37.5	0.5	1.94125
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06872	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Wet	?	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06873	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Wet	?	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06874	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Wet	?	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06875	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Wet	?	MBT	<1	Water	8	8	0	NA	NA
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	MBT	21.5	Water	0	3	100	21.5	18.63333333
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	MBT	17.5	Water	0	3	100	17.5	18.63333333
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	MBT	16.9	Water	0	3	100	16.9	18.63333333
NR-2022-06920	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	MBT	8.3	Water	0	3	100	8.3	9.433333333
NR-2022-06921	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	MBT	10.5	Water	0	3	100	10.5	9.433333333
NR-2022-00807	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	MBT	9.5	Water	0	3	100	9.5	9.433333333
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	MBT	60.323	Solids	0	3	100	60.323	97.135
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	MBT	60.313	Solids	0	3	100	60.313	97.135
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	MBT	170.769	Solids	0	3	100	170.769	97.135
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	MBT	260	Water	7	14	50	260	633.25
NR-2022-06923	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	MBT	<50	Water	7	14	50	25	633.25
NR-2022-06924	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	MBT	<50	Water	7	14	50	25	633.25
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	MBT	960	Water	15	16	6.25	NA	NA
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	MBT	<50	Water	7	14	50	25	633.25
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06888	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	MBT	<50	Water	7	14	50	25	633.25
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06889	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	MBT	<50	Water	7	14	50	25	633.25
NR-2022-06889	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06912	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06913	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06914	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	MBT	1440	Water	7	14	50	1440	633.25
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06915	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	MBT	1760	Water	7	14	50	1760	633.25
NR-2022-06931	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06916	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	MBT	1760	Water	7	14	50	1760	633.25
