Provenr	Medium_id	Enhet_id	Latitude	Longitude	Vannlok_kode	Aktivitet_id	Tid_provetak	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	Provetakmetode_id	X	Short	compound	value	Medium_id2	Site_Category2
NR-2022-06980	Air (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	15.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	15.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06981	Air (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	17.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	12.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06973	Air, particles (ng/m^3)	ng/m3	59.9381	10.6855	NA	NA	20-23/9-2022	Smestad	Trafficked road	NA	Summer	Weekday	Smestad ukedag sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06971	Air, particles (ng/m^3)	ng/m3	59.9272	10.8559	NA	NA	20-23/9-2022	Alna E6	Trafficked road	NA	Summer	Weekday	E6 Alna ukedag sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06970	Air, particles (ng/m^3)	ng/m3	59.9088	10.7093	NA	NA	12-15/9-2022	Hjortnes	Trafficked road	NA	Summer	Weekday	Hjortnes ukedag sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06974	Air, particles (ng/m^3)	ng/m3	59.9381	10.6855	NA	NA	23-26/9-2022	Smestad	Trafficked road	NA	Summer	Weekend	Smestad helg sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06972	Air, particles (ng/m^3)	ng/m3	59.9272	10.8559	NA	NA	23-26/9-2022	Alna E6	Trafficked road	NA	Summer	Weekend	E6 Alna helg sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06969	Air, particles (ng/m^3)	ng/m3	59.9088	10.7093	NA	NA	9-12/9-2022	Hjortnes	Trafficked road	NA	Summer	Weekend	Hjortnes helg sommer	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06990	Air, particles (ng/m^3)	ng/m3	59.9381	10.6855	NA	NA	??	Smestad	Trafficked road	NA	Winter	Weekday	Smestad ukedag vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06988	Air, particles (ng/m^3)	ng/m3	59.9272	10.8559	NA	NA	??	Alna E6	Trafficked road	NA	Winter	Weekday	E6 Alna ukedag vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06987	Air, particles (ng/m^3)	ng/m3	59.9088	10.7093	NA	NA	??	Hjortnes	Trafficked road	NA	Winter	Weekday	Hjortnes ukedag vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06991	Air, particles (ng/m^3)	ng/m3	59.9381	10.6855	NA	NA	??	Smestad	Trafficked road	NA	Winter	Weekend	Smestad helg vinter 	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06989	Air, particles (ng/m^3)	ng/m3	59.9272	10.8559	NA	NA	??	Alna E6	Trafficked road	NA	Winter	Weekend	E6 Alna helg vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06986	Air, particles (ng/m^3)	ng/m3	59.9088	10.7093	NA	NA	??	Hjortnes	Trafficked road	NA	Winter	Weekend	Hjortnes helg vinter	NA	NA	NA	ABT	<10	Air	NA
NR-2022-06909	Water, total (ng/L)	ng/L	NA	N 6648116.03, E 603920.36	NA	NA	44868	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	column	NA	NA	BTSA	34.5	NA	Artificial grass pitch
NR-2022-06910	Water, total (ng/L)	ng/L	NA	N 6644256.21, E 600713.35	NA	NA	07.11.2022	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	column	NA	NA	BTSA	170.5	NA	Artificial grass pitch
NR-2022-06911	Water, total (ng/L)	ng/L	NA	N 6644164.96, E 600860.36	NA	NA	07.11.2022	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	column	NA	NA	BTSA	1340	NA	Artificial grass pitch
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	NA	N 6648116.03, E 603920.36	NA	NA	44704	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	BTSA	162	Solids	Artificial grass pitch
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	NA	N 6648116.03, E 603920.36	NA	NA	44704	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	BTSA	40.5	Solids	Artificial grass pitch
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	NA	N 6644256.21, E 600713.35	NA	NA	07.11.2022	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	BTSA	275	Solids	Artificial grass pitch
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	59.919	10.805	NA	NA	07.11.2022	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	BTSA	<1	Solids	Artificial grass pitch
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	NA	N 6644164.96, E 600860.36	NA	NA	07.11.2022	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	BTSA	60.2	Solids	Artificial grass pitch
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	NA	N 6644164.96, E 600860.36	NA	NA	07.11.2022	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	BTSA	108	Solids	Artificial grass pitch
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	59.958	10.86	NA	NA	12.09.2022	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	Grabb	NA	NA	BTSA	517	Solids	Artificial grass pitch
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	59.958	10.86	NA	NA	12.09.2022	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	Grabb	NA	NA	BTSA	759	Solids	Artificial grass pitch
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	59.962	11.071	NA	NA	13.09.2022	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	Grabb	NA	NA	BTSA	1310	Solids	Artificial grass pitch
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	26.-29.9.22	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	3.10-5.10.22	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	24.11	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	??	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06876	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	27.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	column	NA	NA	BTSA	164.5	NA	NA
NR-2022-06877	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	28.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	column	NA	NA	BTSA	141.5	NA	NA
NR-2022-06878	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	29.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	column	NA	NA	BTSA	129.5	NA	NA
NR-2022-06899	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	03.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	column	NA	NA	BTSA	174.5	NA	NA
NR-2022-06900	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	04.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	column	NA	NA	BTSA	131	NA	NA
NR-2022-06901	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	05.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	column	NA	NA	BTSA	131.5	NA	NA
NR-2022-06879	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	27.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	column	NA	NA	BTSA	99.5	NA	NA
NR-2022-06880	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	28.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	column	NA	NA	BTSA	68	NA	NA
NR-2022-06881	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	29.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	column	NA	NA	BTSA	46.5	NA	NA
NR-2022-06902	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	03.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	column	NA	NA	BTSA	37.5	NA	NA
NR-2022-06903	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	04.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	column	NA	NA	BTSA	52.5	NA	NA
NR-2022-06904	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	05.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	column	NA	NA	BTSA	43.3	NA	NA
NR-2022-06795	Sediment (ng/g, d.w.)	ng/g	NA	"N 6646841.52; E 604962.51"	NA	NA	10.05.2022	Brubak	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	1.818	Solids	NA
NR-2022-06805	Sediment (ng/g, d.w.)	ng/g	NA	"N 6646841.52; E 604962.51"	NA	NA	12.09.2022	Brubak	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06794	Sediment (ng/g, d.w.)	ng/g	NA	"N 6644278.52; E 602600.1"	NA	NA	10.05.2022	Breivoll	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	6.176	Solids	NA
NR-2022-06804	Sediment (ng/g, d.w.)	ng/g	NA	"N 6644278.52; E 602600.1"	NA	NA	12.09.2022	Breivoll	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	5.405	Solids	NA
NR-2022-06801	Sediment (ng/g, d.w.)	ng/g	NA	"N 6642145.02; E 600216.99"	NA	NA	44706???	Kv?rner	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	2.286	Solids	NA
NR-2022-06806	Sediment (ng/g, d.w.)	ng/g	NA	"N 6642145.02; E 600216.99"	NA	NA	12.09.2022	Kv?rner	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	13.03	Solids	NA
NR-2022-06820	Sediment (ng/g, d.w.)	ng/g	NA	"N 6647788.74; E 604198.27"	NA	NA	03.11.2022	Kalbakken	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06815	Sediment (ng/g, d.w.)	ng/g	NA	"N 6647788.74; E 604198.27"	NA	NA	26.10.2022	Kalbakken	Urban river	NA	NA	NA	NA	Grabb	NA	NA	BTSA	<1	Solids	NA
NR-2022-06905	Water, total (ng/L)	ng/L	NA	"N 6646841.52; E 604962.51"	NA	NA	26.10.2022 kl 11.10	Brubak	Urban river	NA	NA	Dry	Dry	column	NA	NA	BTSA	23.5	NA	NA
NR-2022-06872	Water, total (ng/L)	ng/L	NA	"N 6646841.52; E 604962.51"	NA	NA	44817	Brubak	Urban river	NA	NA	Wet	?	column	NA	NA	BTSA	120.5	NA	NA
NR-2022-06906	Water, total (ng/L)	ng/L	NA	"N 6644278.52; E 602600.1"	NA	NA	26.10.2022 kl 11.30	Breivoll	Urban river	NA	NA	Dry	Dry	column	NA	NA	BTSA	29.5	NA	NA
NR-2022-06873	Water, total (ng/L)	ng/L	NA	"N 6644278.52; E 602600.1"	NA	NA	44817	Breivoll	Urban river	NA	NA	Wet	?	column	NA	NA	BTSA	213	NA	NA
NR-2022-06907	Water, total (ng/L)	ng/L	NA	"N 6642145.02; E 600216.99"	NA	NA	26.10.2022 kl 11.55	Kv?rner	Urban river	NA	NA	Dry	Dry	column	NA	NA	BTSA	44.5	NA	NA
NR-2022-06874	Water, total (ng/L)	ng/L	NA	"N 6642145.02; E 600216.99"	NA	NA	44817	Kv?rner	Urban river	NA	NA	Wet	?	column	NA	NA	BTSA	129.5	NA	NA
NR-2022-06908	Water, total (ng/L)	ng/L	59.9596	10.8643	NA	NA	26.10.2022 kl 10.30	Apall?kka	Urban river	NA	NA	Dry	Dry	column	NA	NA	BTSA	52.9	NA	NA
NR-2022-06875	Water, total (ng/L)	ng/L	59.9596	10.8643	NA	NA	44817	Apall?kka	Urban river	NA	NA	Wet	?	column	NA	NA	BTSA	74.6	NA	NA
NR-2022-06870	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BTSA	16350	NA	Tyre collection site
NR-2022-06871	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BTSA	23800	NA	Tyre collection site
NR-2022-06882	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BTSA	31650	NA	Tyre collection site
NR-2022-06920	Water, particles (ng/L)	ng/L	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BTSA	<1	NA	Tyre collection site
NR-2022-06921	Water, particles (ng/L)	ng/L	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BTSA	<1	NA	Tyre collection site
NR-2022-00807	Water, particles (ng/L)	ng/L	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BTSA	79.5	NA	Tyre collection site
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	BTSA	275.806	Solids	Tyre collection site
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	BTSA	45.625	Solids	Tyre collection site
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44834	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	BTSA	426.923	Solids	Tyre collection site
NR-2022-06884	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	NA	NA	NA	BTSA	6660	NA	Tunnel environment
NR-2022-06923	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06885	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	NA	NA	NA	BTSA	5500	NA	Tunnel environment
NR-2022-06924	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06886	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	NA	NA	NA	BTSA	64080	NA	Tunnel environment
NR-2022-06925	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	NA	NA	NA	BTSA	960	NA	Tunnel environment
NR-2022-06887	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	NA	NA	NA	BTSA	27040	NA	Tunnel environment
NR-2022-06926	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06888	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	NA	NA	NA	BTSA	36480	NA	Tunnel environment
NR-2022-06927	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	NA	NA	NA	BTSA	1040	NA	Tunnel environment
NR-2022-06889	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	NA	NA	NA	BTSA	34960	NA	Tunnel environment
NR-2022-06889	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06912	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06913	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06914	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	NA	NA	NA	BTSA	84000	NA	Tunnel environment
NR-2022-06930	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06915	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	NA	NA	NA	BTSA	86400	NA	Tunnel environment
NR-2022-06931	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06916	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	NA	NA	NA	BTSA	89600	NA	Tunnel environment
NR-2022-06932	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	NA	NA	NA	BTSA	960	NA	Tunnel environment
NR-2022-06917	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	NA	NA	NA	BTSA	85600	NA	Tunnel environment
NR-2022-06933	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06918	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	NA	NA	NA	BTSA	49760	NA	Tunnel environment
NR-2022-00523	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06919	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	NA	NA	NA	BTSA	92800	NA	Tunnel environment
NR-2022-00524	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	NA	NA	NA	BTSA	<50	NA	Tunnel environment
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	NA	NA	NA	BTSA	<1	Solids	Tunnel environment
NR-2022-06809	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	NA	NA	NA	BTSA	42.051	Solids	Tunnel environment
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	NA	NA	NA	BTSA	29.5	Solids	Tunnel environment
NR-2022-06811	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	NA	NA	NA	BTSA	28.286	Solids	Tunnel environment
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	NA	NA	NA	BTSA	158.438	Solids	Tunnel environment
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	NA	NA	NA	BTSA	179.394	Solids	Tunnel environment
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	NA	NA	NA	BTSA	16	Solids	Tunnel environment
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	NA	NA	NA	BTSA	14.167	Solids	Tunnel environment
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	59.9553	10.6796	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_upper	NA	NA	?vre	NA	NA	NA	BTSA	<1	Solids	Tunnel environment
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	59.9324	10.6976	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_lower	NA	NA	nedre	NA	NA	NA	BTSA	<1	Solids	Tunnel environment
NR-2022-06866	Water, filtered (ng/L)	ng/L	59.9553	10.6796	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_upper	NA	NA	?vre	NA	NA	NA	BTSA	285	NA	Tunnel environment
NR-2022-06868	Water, particles (ng/L)	ng/L	59.9553	10.6796	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_upper	NA	NA	?vre	NA	NA	NA	BTSA	5.1	NA	Tunnel environment
NR-2022-06867	Water, filtered (ng/L)	ng/L	59.9324	10.6976	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_lower	NA	NA	nedre	NA	NA	NA	BTSA	192	NA	Tunnel environment
NR-2022-06869	Water, particles (ng/L)	ng/L	59.9324	10.6976	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_lower	NA	NA	nedre	NA	NA	NA	BTSA	8.7	NA	Tunnel environment
NR-2022-07074	Biota (ng/g, w.w.)	ng/g ww	59.8225	10.3537	NA	NA	44803	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	NA	NA	NA	BTSA	<0.5	Biota	NA
NR-2022-07075	Biota (ng/g, w.w.)	ng/g ww	59.8235	10.3556	NA	NA	44803	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	NA	NA	NA	BTSA	<0.5	Biota	NA
NR-2022-07076	Biota (ng/g, w.w.)	ng/g ww	59.8239	10.3583	NA	NA	44803	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	NA	NA	NA	BTSA	<0.5	Biota	NA
NR-2022-07077	Biota (ng/g, w.w.)	ng/g ww	59.8235	10.3556	NA	NA	44803	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	NA	NA	NA	BTSA	<0.5	Biota	NA
NR-2022-07078	Biota (ng/g, w.w.)	ng/g ww	59.8235	10.3556	NA	NA	44803	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	NA	NA	NA	BTSA	<0.5	Biota	NA
NR-2022-07079	Biota (ng/g, w.w.)	ng/g ww	59.8235	10.3556	NA	NA	44803	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	NA	NA	NA	BTSA	<0.5	Biota	NA
NR-2022-07019	Dust (ng/g, w.w.)	ng/g	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near shredder	NA	Hus n?r skredder	NA	NA	NA	BTSA	4089.122	Air	Tyre collection site
NR-2022-07020	Dust (ng/g, w.w.)	ng/g	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Outside workshop	NA	Utenfor verksted	NA	NA	NA	BTSA	712.517	Air	Tyre collection site
NR-2022-07021	Dust (ng/g, w.w.)	ng/g	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near grab	NA	Ved grabbene	NA	NA	NA	BTSA	160.387	Air	Tyre collection site
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	59.9281	10.7671	NA	NA	22.02.2022	Residental 1	Private home	Private home	NA	NA	Bolig1	NA	NA	NA	BTSA	389.984	Air	Private homes
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	59.8342	11.1395	NA	NA	27.06.2022	Residental 3	Private home	Private home	NA	NA	Bolig3	NA	NA	NA	BTSA	126.183	Air	Private homes
