		Analysemetode_id											Analysemetode_id	BTZ	BTZ	BTZ	BTZ	BTZ	BTZ	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	LEGE	LEGE	PEST	PEST	PEST	SURF	SURF	SURF	SURF	SVOC	SVOC	SVOC	SVOC	BIS	BIS	BIS	BIS	BIS	BIS	BIS	VOC	VOC	VOC	VOC	VOC	VOC	PFAS	PFAS	PFAS	PFAS	PFAS	SIL	SIL	SIL	SIL	SIL	LCCP
NR-2022-06900	Water	ng/L				44838	Bekkelaget	Wastewater treatment plant	High treatment	Autumn	column			<1	131	<1	<1	15.5	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	84.5	149	<1	323	<1	<1	<0.1	<10	<1	<10	<1	<1	4.109	0.087	48.006	2.37	<0.1	0.4	<0.4	<0.1	<0.2	<0.2	0.6																	
NR-2022-06901	Water	ng/L				44839	Bekkelaget	Wastewater treatment plant	High treatment	Autumn	column			<1	131.5	<1	<1	14.2	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	60.8	95.5	<1	262.5	<1	<1	<0.1	<10	<1	<10	<1	<1	4.134	0.111	54.716	2.52	0.1	0.5	<0.2	<0.1	<0.2	0.1	0.6																	
NR-2022-06879	Water	ng/L				44831	Bekkelaget	Wastewater treatment plant	High treatment	Summer	column			<1	99.5	<1	<1	24.8	<1	<1	<1	<1	<1	<1	<1	20.5	<1	<1	<1	<10	<1	<1	<1	<1	81.2	147.5	11.5	58.5	<1	<1	<0.1	<10	12	<10	<1	<1	6.597	0.059	67.877	< 2	<0.1	0.3	5.2	<0.3	<0.1	0.3	3.7												764.743	2380.501	4192.411	5795.569	5519.146	
NR-2022-06880	Water	ng/L				44832	Bekkelaget	Wastewater treatment plant	Low treatment	Summer	column			<1	68	<1	<1	18.5	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	43.8	<1	50.5	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	< 0.25	0.298	< 2.5	<0.1	<0.2	5.8	<0.3	<0.7	0.7	2.6												112.775	168.817	217.796	246.476	230.158	
NR-2022-06881	Water	ng/L				44833	Bekkelaget	Wastewater treatment plant	Low treatment	Summer	column			<1	46.5	<1	<1	12.7	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	38.5	<1	69.5	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	< 0.25	0.473	< 2.5	<0.2	1.4	0.4	<0.1	<0.7	0.4	3.2																	
NR-2022-06902	Water	ng/L				44837	Bekkelaget	Wastewater treatment plant	Low treatment	Autumn	column			<1	37.5	<1	<1	10.5	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	23.5	<1	60.5	<1	<1	<0.1	<10	<1	<10	<1	<1	10.336	0.05	87.24	< 2	<0.1	0.1	0.5	<0.1	<0.3	0.8	4.3																	
NR-2022-06903	Water	ng/L				44838	Bekkelaget	Wastewater treatment plant	Low treatment	Autumn	column			<1	52.5	<1	<1	15.8	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	20.5	<1	49.5	<1	<1	<0.1	<10	<1	<10	<1	<1	7.215	< 0.025	77.615	6.915	<0.1	0.1	0.2	<0.1	<0.4	1	3																	
NR-2022-06904	Water	ng/L				44839	Bekkelaget	Wastewater treatment plant	Low treatment	Autumn	column			<1	43.3	<1	<1	13.8	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	16.5	<1	58.5	<1	<1	<0.1	<10	<1	<10	<1	<1	10.676	< 0.025	78.702	< 2	<0.1	0.4	14.7	0.1	<0.5	0.5	3.4																	
NR-2022-06938	Air	ng/m3				26.-27.9.22	Bekkelaget	Wastewater treatment plant	High treatment	Summer																																					< 0.025	< 0.05	< 0.025	< 5																			707.62	249.256	20.501	1.109	< 0.27	
NR-2022-06939	Air	ng/m3				27.-28.9.22	Bekkelaget	Wastewater treatment plant	High treatment	Autumn																																					< 0.025	< 0.05	< 0.025	< 5																			626.238	226.394	46.556	2.332	< 0.27	
NR-2022-06940	Air	ng/m3				28.-29.9.22	Bekkelaget	Wastewater treatment plant	Low treatment	Summer																																					< 0.025	< 0.05	< 0.025	< 5																			774.734	208.556	48.97	3.734	0.27	
NR-2022-06941	Air	ng/m3				29.-30.9.22	Bekkelaget	Wastewater treatment plant	Low treatment	Autumn																																					< 0.025	< 0.05	< 0.025	< 5																			448.975	155.677	29.694	2.232	< 0.27	
NR-2022-06795	Sediment	ng/g	"N 6646841.52; E 604962.51"			10.05.2022	Brubak	Urban river_Alna			Grabb			<1	1.818	<1	<1	<1	<1	<1	2.727	<1	<1	<1	<1	40	<1	<1	<1	<10	<1	<1	<1	<1	<1	41.515	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1																												575.788
NR-2022-06805	Sediment	ng/g	"N 6646841.52; E 604962.51"			44816	Brubak	Urban river_Alna			Grabb			<1	<1	<1	<1	<1	<1	<1	2	<1	<1	<1	<1	13.429	<1	<1	<1	<10	<1	<1	<1	<1	<1	19.714	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1																		< 0.1	< 0.1	< 0.1	< 0.1	< 0.1	< 2.5	< 30	< 40	< 30	< 20	90.439
NR-2022-06794	Sediment	ng/g	"N 6644278.52; E 602600.1"			44691	Breivoll	Urban river_Alna			Grabb			<1	6.176	<1	1.765	5	3.529	<1	12.647	31.765	<1	<1	<1	364.706	<1	<1	<1	<10	<1	<1	<1	<1	<1	172.647	111.176	<1	<1	<1	<1	<1	<1	<10	<1	<1																												2338.001
NR-2022-06804	Sediment	ng/g	"N 6644278.52; E 602600.1"			44816	Breivoll	Urban river_Alna			Grabb			<1	5.405	<1	1.892	4.865	1.622	<1	12.432	26.757	<1	<1	<1	324.324	<1	<1	<1	<10	<1	<1	<1	<1	<1	168.378	55.676	<1	<1	<1	<1	<1	<1	<10	<1	<1																												3279.087
NR-2022-06801	Sediment	ng/g	"N 6642145.02; E 600216.99"			44706???	Kv?rner	Urban river_Alna			Grabb			<1	2.286	<1	<1	<1	<1	<1	3.143	<1	<1	<1	<1	56	<1	<1	<1	<10	<1	<1	<1	<1	<1	84.286	6.286	<1	<1	<1	<1	<1	<1	<10	<1	<1																												470.008
NR-2022-06806	Sediment	ng/g	"N 6642145.02; E 600216.99"			44816	Kv?rner	Urban river_Alna			Grabb			<1	13.03	<1	1.515	3.333	7.879	<1	17.576	<1	<1	<1	<1	293.636	<1	<1	<1	<10	<1	<1	<1	<1	<1	403.03	54.848	<1	<1	<1	<1	<1	<1	<10	<1	<1																		< 0.1	< 0.1	< 0.1	< 0.1	< 0.1	< 2.5	< 30	< 40	< 30	< 20	4872.391
NR-2022-06820	Sediment	ng/g	"N 6647788.74; E 604198.27"			44868	Kalbakken	Urban river_Alna			Grabb			<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	3.75	<1	<1	<1	<10	<1	<1	<1	<1	<1	13.438	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1																		< 0.1	< 0.1	< 0.1	< 0.1	< 0.1						34.966
NR-2022-06815	Sediment	ng/g	"N 6647788.74; E 604198.27"			26.10.2022	Kalbakken	Urban river_Alna			Grabb			<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	3.438	<1	<1	<1	<10	<1	<1	<1	<1	<1	21.25	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1																		< 0.1	< 0.1	< 0.1	< 0.1	< 0.1						99.647
NR-2022-06905	Water	ng/L	"N 6646841.52; E 604962.51"			26.10.2022 kl 11.10	Brubak	Urban river_Alna		Dry	column			<1	23.5	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	8.1	<1	<1	<1	<10	<1	<1	<1	<1	25.5	21.3	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	0.033	0.544	< 2	<0.1	<0.6	<0.7	<0.2	<2.7	<0.4	<0.1	27.922	1424.841	<0.21	1.7	<0.6	<0.33											
NR-2022-06872	Water	ng/L	"N 6646841.52; E 604962.51"			44817	Brubak	Urban river_Alna		Wet	column			<1	120.5	<1	<1	10.5	<1	<1	<1	<1	<1	<1	<1	52.9	<1	<1	<1	<10	<1	<1	<1	<1	58.1	185.5	<1	<1	<1	<1	<0.1	<10	5.5	<10	<1	<1																												
NR-2022-06906	Water	ng/L	"N 6644278.52; E 602600.1"			26.10.2022 kl 11.30	Breivoll	Urban river_Alna		Dry	column			<1	29.5	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	7.5	<1	<1	<1	<10	<1	<1	<1	<1	<1	29.5	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	0.057	0.526	< 2	<0.1	<0.5	<0.6	<0.2	<0.5	<0.3	<0.1	50.915	1381.722	<0.21	0.653	<0.6	0.97											
NR-2022-06873	Water	ng/L	"N 6644278.52; E 602600.1"			44817	Breivoll	Urban river_Alna		Wet	column			<1	213	<1	<1	17.9	<1	<1	<1	<1	<1	<1	<1	20.5	<1	<1	<1	<10	<1	<1	<1	<1	90.5	268	<1	<1	<1	<1	<0.1	<10	11	<10	<1	<1																												
NR-2022-06907	Water	ng/L	"N 6642145.02; E 600216.99"			26.10.2022 kl 11.55	Kv?rner	Urban river_Alna		Dry	column			<1	44.5	<1	<1	8.1	<1	<1	<1	<1	<1	<1	<1	14.5	<1	<1	<1	<10	<1	<1	<1	<1	40.9	42.8	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	0.029	1.169	< 2	<0.1	<0.3	<0.4	<0.2	<0.3	<0.2	<0.1	24.569	1327.346	<0.21	0.703	<0.6	<0.33											
NR-2022-06874	Water	ng/L	"N 6642145.02; E 600216.99"			44817	Kv?rner	Urban river_Alna		Wet	column			<1	129.5	<1	<1	9.2	<1	<1	<1	<1	<1	<1	<1	22.5	<1	<1	<1	<10	<1	<1	<1	<1	<1	141	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1																												
NR-2022-06908	Water	ng/L				26.10.2022 kl 10.30	Apall?kka	Urban river_Alna		Dry	column			<1	52.9	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	84.5	28.1	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	< 0.025	0.675	< 2	<0.1	<0.7	<0.8	<0.3	<0.4	<0.4	<0.1	<0.3	<0.3	<0.21	0.132	<0.6	<0.33											
NR-2022-06875	Water	ng/L				44817	Apall?kka	Urban river_Alna		Wet	column			<1	74.6	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	31.5	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1																												
NR-2023-02387	Water	ng/L	"N 6642145.02; E 600216.99"			27.02.2023	Kv?rner	Urban river_Alna		extra sample VOC	special bottle																																				< 0.5	0.039	3.564	3.4								<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	< 2.5	< 30	< 40	< 30	< 20	
NR-2023-02388	Water	ng/L	"N 6646841.52; E 604962.51"			27.02.2023	Brubak	Urban river_Alna		extra sample VOC	special bottle																																				< 0.5	0.054	10.843	2.55	<0.1	<0.4	<0.4	<0.1	<0.4	<0.2	<0.1	<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	3.22	< 30	< 40	< 30	21.599	
NR-2023-02389	Water	ng/L	"N 6644278.52; E 602600.1"			27.02.2023	Breivoll	Urban river_Alna		extra sample VOC	special bottle																																				< 0.5	0.037	2.065	2.455	<0.0	<0.4	<0.2	<0.1	<0.2	<0.1	<0.1	<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	< 2.5	< 30	< 40	< 30	< 20	
NR-2023-02390	Water	ng/L				27.02.2023	Vesletjern	Urban river_Alna		extra sample VOC	special bottle																																				< 0.5	< 0.2	< 0.02	< 0.2	<0.1	<0.4	0.3	<0.1	<0.4	<0.3	<0.1	<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	< 2.5	< 30	42.337	58.382	33.891	
NR-2022-06870	Water	ng/L	59.059745, 9.638333			44812	Bamble_Skjerk?ya	Tire collection site	Runoff		same LIMS for column and particle			21.1	16350	70.5	15.5	2535	21.5	<1	476	119	<1	129	<1	2675	<1	<1	<1	<10	<1	<1	<1	<1	5060	3655	1840										< 0.5	< 0.025	120.457	< 2	25.9	68.3	204.2	1.6	<0.3	0.5	98.9																	
NR-2022-06871	Water	ng/L	59.059745, 9.638333			44812	Bamble_Skjerk?ya	Tire collection site	Runoff		same LIMS for column and particle			31.5	23800	66.5	13.5	3905	17.5	<1	363	65.5	<1	123	<1	2115	<1	<1	<1	<10	<1	<1	<1	<1	5275	3955	1255										< 0.5	< 0.025	55.511	81.185	21.8	103.9	347.7	3.9	<0.3	0.2	93.1												< 2.5	< 30	< 40	< 30	< 20	
